schema_version,decomposition_basis,kanji,unicode,han_viet,han_viet_display,meaning_vi,mnemonic_vi,etymology_summary_vi,formation_type,learning_atomic,current_visual_ids,origin_char,origin_ids,component_count,has_recursive_component,components_json,origin_components_json
joyo2136_ui_recursive_v2_visual,current_visual,湖,U+6E56,hồ,Hồ,hồ nước,"Một vùng nước 氵 rộng và kín bờ; 胡 giữ mốc âm, còn mặt nước ấy là 湖 — hồ.",Hình thanh theo dạng gốc 湖: phần nghĩa 氵; phần âm 胡.,phono-semantic,false,⿰氵胡,湖,⿰氵胡,2,True,"[{""order"":1,""component"":""氵"",""display"":""氵"",""render_type"":""unicode"",""render_value"":""氵"",""glyphwiki_name"":"""",""han_viet"":""thủy đứng"",""han_viet_display"":""Thủy đứng"",""meaning_vi"":""nước"",""mnemonic_vi"":""Ba chấm như ba giọt nước."",""mnemonic_source"":""component_master"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""胡"",""display"":""胡"",""render_type"":""unicode"",""render_value"":""胡"",""glyphwiki_name"":"""",""han_viet"":"""",""han_viet_display"":"""",""meaning_vi"":"""",""mnemonic_vi"":"""",""mnemonic_source"":""component_master"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":true,""recursive_source"":""IDS-UCS-Basic.txt"",""recursive_children"":[{""order"":1,""component"":""古"",""display"":""古"",""render_type"":""unicode"",""render_value"":""古"",""glyphwiki_name"":"""",""han_viet"":""cổ"",""han_viet_display"":""Cổ"",""meaning_vi"":""cũ"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false},{""order"":2,""component"":""月"",""display"":""月"",""render_type"":""unicode"",""render_value"":""月"",""glyphwiki_name"":"""",""han_viet"":""nguyệt"",""han_viet_display"":""Nguyệt"",""meaning_vi"":""mặt trăng, tháng (như bán nguyệt san)"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false}]}]","[{""order"":1,""component"":""氵"",""display"":""氵"",""han_viet"":""thủy đứng"",""meaning_vi"":""nước"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""},{""order"":2,""component"":""胡"",""display"":""胡"",""han_viet"":"""",""meaning_vi"":"""",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,港,U+6E2F,cảng,Cảng,hải cảng...,"Một nhánh nước 氵 ăn sâu vào đất như hành lang tàu thuyền, phần 䢽 giữ âm; nơi tàu trú ấy là 港 — cảng.",Hình thanh theo dạng gốc 𣿑: phần nghĩa 氵; phần âm 䢽.,phono-semantic,false,⿰氵巷,𣿑,⿰氵䢽,2,True,"[{""order"":1,""component"":""氵"",""display"":""氵"",""render_type"":""unicode"",""render_value"":""氵"",""glyphwiki_name"":"""",""han_viet"":""thủy đứng"",""han_viet_display"":""Thủy đứng"",""meaning_vi"":""nước"",""mnemonic_vi"":""Ba chấm như ba giọt nước."",""mnemonic_source"":""component_master"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""巷"",""display"":""巷"",""render_type"":""unicode"",""render_value"":""巷"",""glyphwiki_name"":"""",""han_viet"":"""",""han_viet_display"":"""",""meaning_vi"":"""",""mnemonic_vi"":"""",""mnemonic_source"":""component_master"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":true,""recursive_source"":""IDS-UCS-Basic.txt"",""recursive_children"":[{""order"":1,""component"":""共"",""display"":""共"",""render_type"":""unicode"",""render_value"":""共"",""glyphwiki_name"":"""",""han_viet"":""cộng"",""han_viet_display"":""Cộng"",""meaning_vi"":""chung"",""position_raw"":""top"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false},{""order"":2,""component"":""巳"",""display"":""巳"",""render_type"":""unicode"",""render_value"":""巳"",""glyphwiki_name"":"""",""han_viet"":""tị"",""han_viet_display"":""Tị"",""meaning_vi"":"""",""position_raw"":""bottom"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false}]}]","[{""order"":1,""component"":""氵"",""display"":""氵"",""han_viet"":""thủy đứng"",""meaning_vi"":""nước"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""},{""order"":2,""component"":""䢽"",""display"":""䢽"",""han_viet"":""hạng"",""meaning_vi"":"""",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,滋,U+6ECB,tư,Tư,tươi tốt,"Nước 氵 được tưới đều khiến cây cỏ cứ thêm 茲 xanh tốt từng ngày; cảnh sinh trưởng ấy là 滋 — tươi tốt, bồi dưỡng.",Hình thanh theo dạng gốc 滋: phần nghĩa 氵; phần âm 茲.,phono-semantic,false,⿰氵兹,滋,⿰氵茲,2,False,"[{""order"":1,""component"":""氵"",""display"":""氵"",""render_type"":""unicode"",""render_value"":""氵"",""glyphwiki_name"":"""",""han_viet"":""thủy đứng"",""han_viet_display"":""Thủy đứng"",""meaning_vi"":""nước"",""mnemonic_vi"":""Ba chấm như ba giọt nước."",""mnemonic_source"":""component_master"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""兹"",""display"":""兹"",""render_type"":""unicode"",""render_value"":""兹"",""glyphwiki_name"":"""",""han_viet"":""ty; tư; từ"",""han_viet_display"":""Ty"",""meaning_vi"":""này, đây; thời/năm (văn cổ)"",""mnemonic_vi"":""Gắn hình 兹 với ý “này”."",""mnemonic_source"":""component_master"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]}]","[{""order"":1,""component"":""氵"",""display"":""氵"",""han_viet"":""thủy đứng"",""meaning_vi"":""nước"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""},{""order"":2,""component"":""茲"",""display"":""茲"",""han_viet"":""tư; từ"",""meaning_vi"":""này, đây, nay; năm; thêm/càng; chiếu cỏ (tùy ngữ cảnh)"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,湿,U+6E7F,thấp,Thấp,ẩm,"Chạm vào vật thấy nước 氵 bám đầy, sờ đâu cũng ẩm; cảm giác ướt ấy giúp nhớ 湿 — ẩm, thấp.",Hình thanh theo dạng gốc 𤂽: phần nghĩa 氵; phần âm 𣊡.,phono-semantic,false,⿰氵显,𤂽,⿰氵𣊡,2,True,"[{""order"":1,""component"":""氵"",""display"":""氵"",""render_type"":""unicode"",""render_value"":""氵"",""glyphwiki_name"":"""",""han_viet"":""thủy đứng"",""han_viet_display"":""Thủy đứng"",""meaning_vi"":""nước"",""mnemonic_vi"":""Ba chấm như ba giọt nước."",""mnemonic_source"":""component_master"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""显"",""display"":""显"",""render_type"":""unicode"",""render_value"":""显"",""glyphwiki_name"":"""",""han_viet"":""hiển"",""han_viet_display"":""Hiển"",""meaning_vi"":""hiện ra"",""mnemonic_vi"":""Ghép 日 (nhật) — mặt trời + 业 (nghiệp) — nghề; dùng hình này để nhớ ý “hiện ra”."",""mnemonic_source"":""component_master"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""visual_only"",""role_vi"":""thành phần hình thể"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":true,""recursive_source"":""IDS-UCS-Basic.txt"",""recursive_children"":[{""order"":1,""component"":""日"",""display"":""日"",""render_type"":""unicode"",""render_value"":""日"",""glyphwiki_name"":"""",""han_viet"":""nhật"",""han_viet_display"":""Nhật"",""meaning_vi"":""mặt trời, ngày (như nhật ký)"",""position_raw"":""top"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false},{""order"":2,""component"":""业"",""display"":""业"",""render_type"":""unicode"",""render_value"":""业"",""glyphwiki_name"":"""",""han_viet"":""nghiệp"",""han_viet_display"":""Nghiệp"",""meaning_vi"":""nghề, sự nghiệp"",""position_raw"":""bottom"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false}]}]","[{""order"":1,""component"":""氵"",""display"":""氵"",""han_viet"":""thủy đứng"",""meaning_vi"":""nước"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""},{""order"":2,""component"":""𣊡"",""display"":""𣊡"",""han_viet"":"""",""meaning_vi"":"""",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,測,U+6E2C,trắc,Trắc,"đo đạc, dự đoán","Lấy quy tắc 則 đặt cạnh nước 氵 để đo mực cao thấp thật chính xác; thao tác đo ấy giúp nhớ 測 — đo đạc, dự đoán.",Hình thanh theo dạng gốc 測: phần nghĩa 氵; phần âm 則.,phono-semantic,false,⿰氵則,測,⿰氵則,2,True,"[{""order"":1,""component"":""氵"",""display"":""氵"",""render_type"":""unicode"",""render_value"":""氵"",""glyphwiki_name"":"""",""han_viet"":""thủy đứng"",""han_viet_display"":""Thủy đứng"",""meaning_vi"":""nước"",""mnemonic_vi"":""Ba chấm như ba giọt nước."",""mnemonic_source"":""component_master"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""則"",""display"":""則"",""render_type"":""unicode"",""render_value"":""則"",""glyphwiki_name"":"""",""han_viet"":""tắc"",""han_viet_display"":""Tắc"",""meaning_vi"":""quy tắc"",""mnemonic_vi"":""Luật lệ được khắc bằng dao (刂) lên vật quý/bảng (貝) để ai cũng theo; đó là 則 — quy tắc."",""mnemonic_source"":""kanji_master_v6"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":true,""recursive_source"":""kanji_visual_components_l1"",""recursive_children"":[{""order"":1,""component"":""貝"",""display"":""貝"",""render_type"":""unicode"",""render_value"":""貝"",""glyphwiki_name"":"""",""han_viet"":""bối"",""han_viet_display"":""Bối"",""meaning_vi"":""vỏ sò, vỏ ốc Tiền tài, báu vật (như Bảo bối)"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false},{""order"":2,""component"":""刂"",""display"":""刂"",""render_type"":""unicode"",""render_value"":""刂"",""glyphwiki_name"":"""",""han_viet"":""đao đứng"",""han_viet_display"":""Đao đứng"",""meaning_vi"":""đao kiếm, con dao"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false}]}]","[{""order"":1,""component"":""氵"",""display"":""氵"",""han_viet"":""thủy đứng"",""meaning_vi"":""nước"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""},{""order"":2,""component"":""則"",""display"":""則"",""han_viet"":""tắc"",""meaning_vi"":""quy tắc"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,渡,U+6E21,độ,Độ,"băng qua, tới, đưa","Muốn sang bên kia phải vượt nước 氵; 度 giữ âm rất sát, nên 渡 — băng qua, đưa qua.",Hình thanh theo dạng gốc 渡: phần nghĩa 氵; phần âm 度.,phono-semantic,false,⿰氵度,渡,⿰氵度,2,False,"[{""order"":1,""component"":""氵"",""display"":""氵"",""render_type"":""unicode"",""render_value"":""氵"",""glyphwiki_name"":"""",""han_viet"":""thủy đứng"",""han_viet_display"":""Thủy đứng"",""meaning_vi"":""nước"",""mnemonic_vi"":""Ba chấm như ba giọt nước."",""mnemonic_source"":""component_master"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""度"",""display"":""度"",""render_type"":""unicode"",""render_value"":""度"",""glyphwiki_name"":"""",""han_viet"":""độ"",""han_viet_display"":""Độ"",""meaning_vi"":""độ, lần, dịp"",""mnemonic_vi"":""Dưới mái, bàn tay 又 làm lại một phép đo; mỗi lần đo là một “độ/lần”, nên nhớ 度."",""mnemonic_source"":""kanji_master_v6"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]}]","[{""order"":1,""component"":""氵"",""display"":""氵"",""han_viet"":""thủy đứng"",""meaning_vi"":""nước"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""},{""order"":2,""component"":""度"",""display"":""度"",""han_viet"":""độ"",""meaning_vi"":""độ, lần, dịp"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,湯,U+6E6F,thang,Thang,nước nóng,Nước 氵 gặp ánh nóng 昜 thì bốc hơi; nước được đun nóng chính là 湯 — nước nóng.,Hình thanh theo dạng gốc 湯: phần nghĩa 氵; phần âm 昜.,phono-semantic,false,⿰氵昜,湯,⿰氵昜,2,False,"[{""order"":1,""component"":""氵"",""display"":""氵"",""render_type"":""unicode"",""render_value"":""氵"",""glyphwiki_name"":"""",""han_viet"":""thủy đứng"",""han_viet_display"":""Thủy đứng"",""meaning_vi"":""nước"",""mnemonic_vi"":""Ba chấm như ba giọt nước."",""mnemonic_source"":""component_master"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""昜"",""display"":""昜"",""render_type"":""unicode"",""render_value"":""昜"",""glyphwiki_name"":"""",""han_viet"":""dương"",""han_viet_display"":""Dương"",""meaning_vi"":""sáng; dương, mặt trời"",""mnemonic_vi"":""Ghép 日 (nhật) — mặt trời + ⿱一勿; dùng hình này để nhớ ý “sáng”."",""mnemonic_source"":""component_master"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]}]","[{""order"":1,""component"":""氵"",""display"":""氵"",""han_viet"":""thủy đứng"",""meaning_vi"":""nước"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""},{""order"":2,""component"":""昜"",""display"":""昜"",""han_viet"":""dương"",""meaning_vi"":""sáng; dương, mặt trời"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,満,U+6E80,mãn,Mãn,"đầy, thỏa mãn","Rót nước 氵 đến kín mép bình, không còn chỗ trống; trạng thái đầy tràn ấy là 満 — đầy, thỏa mãn.",Hình thanh theo dạng gốc 滿: phần nghĩa 氵; phần âm 㒼.,phono-semantic,false,⿰氵&A-U-i002+34BC;,滿,⿰氵㒼,2,False,"[{""order"":1,""component"":""氵"",""display"":""氵"",""render_type"":""unicode"",""render_value"":""氵"",""glyphwiki_name"":"""",""han_viet"":""thủy đứng"",""han_viet_display"":""Thủy đứng"",""meaning_vi"":""nước"",""mnemonic_vi"":""Ba chấm như ba giọt nước."",""mnemonic_source"":""component_master"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""&A-U-i002+34BC;"",""display"":""&A-U-i002+34BC;"",""render_type"":""entity_unresolved"",""render_value"":""&A-U-i002+34BC;"",""glyphwiki_name"":"""",""han_viet"":"""",""han_viet_display"":"""",""meaning_vi"":"""",""mnemonic_vi"":"""",""mnemonic_source"":""component_master"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""visual_only"",""role_vi"":""thành phần hình thể"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]}]","[{""order"":1,""component"":""氵"",""display"":""氵"",""han_viet"":""thủy đứng"",""meaning_vi"":""nước"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""},{""order"":2,""component"":""㒼"",""display"":""㒼"",""han_viet"":"""",""meaning_vi"":"""",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,湧,U+6E67,dũng,Dũng,phun trào,"Nước 氵 như lấy hết dũng khí 勇, bất ngờ phun mạnh từ dưới đất lên; cảnh bật lên ấy là 湧 — phun trào.",Hình thanh theo dạng gốc 湧: phần nghĩa 氵; phần âm 勇.,phono-semantic,false,⿰氵勇,湧,⿰氵勇,2,True,"[{""order"":1,""component"":""氵"",""display"":""氵"",""render_type"":""unicode"",""render_value"":""氵"",""glyphwiki_name"":"""",""han_viet"":""thủy đứng"",""han_viet_display"":""Thủy đứng"",""meaning_vi"":""nước"",""mnemonic_vi"":""Ba chấm như ba giọt nước."",""mnemonic_source"":""component_master"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""勇"",""display"":""勇"",""render_type"":""unicode"",""render_value"":""勇"",""glyphwiki_name"":"""",""han_viet"":""dũng"",""han_viet_display"":""Dũng"",""meaning_vi"":""dũng cảm"",""mnemonic_vi"":""Có sức 力 mạnh như dòng thông 甬 đẩy thẳng về trước, không lùi trước nguy hiểm; đó là 勇 — dũng cảm."",""mnemonic_source"":""kanji_master_v6"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":true,""recursive_source"":""kanji_visual_components_l1"",""recursive_children"":[{""order"":1,""component"":""甬"",""display"":""甬"",""render_type"":""unicode"",""render_value"":""甬"",""glyphwiki_name"":"""",""han_viet"":""dũng; thùng"",""han_viet_display"":""Dũng"",""meaning_vi"":""đường thông; tên đất/sông; thường dùng gợi âm"",""position_raw"":""top"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false},{""order"":2,""component"":""力"",""display"":""力"",""render_type"":""unicode"",""render_value"":""力"",""glyphwiki_name"":"""",""han_viet"":""lực"",""han_viet_display"":""Lực"",""meaning_vi"":""lực, sức mạnh"",""position_raw"":""bottom"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false}]}]","[{""order"":1,""component"":""氵"",""display"":""氵"",""han_viet"":""thủy đứng"",""meaning_vi"":""nước"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""},{""order"":2,""component"":""勇"",""display"":""勇"",""han_viet"":""dũng"",""meaning_vi"":""dũng cảm"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""}]"
joyo2136_ui_recursive_v2_visual,current_visual,湾,U+6E7E,loan,Loan,vịnh,Nước 氵 ôm theo một đường cong 彎 vào đất liền; vùng biển cong như cánh cung ấy chính là 湾 — vịnh.,Hình thanh theo dạng gốc 灣: phần nghĩa 氵; phần âm 彎.,phono-semantic,false,⿰氵弯,灣,⿰氵彎,2,True,"[{""order"":1,""component"":""氵"",""display"":""氵"",""render_type"":""unicode"",""render_value"":""氵"",""glyphwiki_name"":"""",""han_viet"":""thủy đứng"",""han_viet_display"":""Thủy đứng"",""meaning_vi"":""nước"",""mnemonic_vi"":""Ba chấm như ba giọt nước."",""mnemonic_source"":""component_master"",""position_raw"":""left"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":false,""recursive_source"":"""",""recursive_children"":[]},{""order"":2,""component"":""弯"",""display"":""弯"",""render_type"":""unicode"",""render_value"":""弯"",""glyphwiki_name"":"""",""han_viet"":"""",""han_viet_display"":"""",""meaning_vi"":"""",""mnemonic_vi"":"""",""mnemonic_source"":""component_master"",""position_raw"":""right"",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""component_source"":""IDS-UCS-Basic.txt"",""recursive_available"":true,""recursive_source"":""IDS-UCS-Basic.txt"",""recursive_children"":[{""order"":1,""component"":""亦"",""display"":""亦"",""render_type"":""unicode"",""render_value"":""亦"",""glyphwiki_name"":"""",""han_viet"":""diệc"",""han_viet_display"":""Diệc"",""meaning_vi"":""cũng; lại"",""position_raw"":""top"",""position_ui"":""top"",""position_vi"":""phía trên"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false},{""order"":2,""component"":""弓"",""display"":""弓"",""render_type"":""unicode"",""render_value"":""弓"",""glyphwiki_name"":"""",""han_viet"":""cung"",""han_viet_display"":""Cung"",""meaning_vi"":""cung tên"",""position_raw"":""bottom"",""position_ui"":""bottom"",""position_vi"":""phía dưới"",""role"":"""",""role_vi"":"""",""source"":""IDS-UCS-Basic.txt"",""show_detail"":false}]}]","[{""order"":1,""component"":""氵"",""display"":""氵"",""han_viet"":""thủy đứng"",""meaning_vi"":""nước"",""position_ui"":""left"",""position_vi"":""bên trái"",""role"":""semantic"",""role_vi"":""phần nghĩa"",""source"":""ids-analysis""},{""order"":2,""component"":""彎"",""display"":""彎"",""han_viet"":"""",""meaning_vi"":"""",""position_ui"":""right"",""position_vi"":""bên phải"",""role"":""phonetic"",""role_vi"":""phần âm"",""source"":""ids-analysis""}]"
